Station,Route,Lanes,Count Date,Direction,TotalVehicles,Latitude,Longitude,Location 1
1281,NY185,2,11/11/2013,SOUTH,1302,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/12/2013,NORTH,1015,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/12/2013,SOUTH,1231,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/13/2013,NORTH,1058,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/13/2013,SOUTH,1230,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/14/2013,NORTH,1218,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/14/2013,SOUTH,1355,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/15/2013,NORTH,1356,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/15/2013,SOUTH,1472,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/18/2013,NORTH,1201,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/18/2013,SOUTH,1193,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/19/2013,NORTH,1112,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/19/2013,SOUTH,1150,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/20/2013,NORTH,1168,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/20/2013,SOUTH,1238,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/21/2013,NORTH,1222,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/21/2013,SOUTH,1350,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/22/2013,NORTH,1422,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/22/2013,SOUTH,1592,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/25/2013,NORTH,1277,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/25/2013,SOUTH,1331,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/26/2013,NORTH,1322,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/26/2013,SOUTH,1582,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/27/2013,NORTH,943,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/27/2013,SOUTH,1276,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/28/2013,NORTH,922,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/28/2013,SOUTH,1009,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/29/2013,NORTH,1336,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,11/29/2013,SOUTH,1281,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/02/2013,NORTH,1288,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/02/2013,SOUTH,1227,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/03/2013,NORTH,1176,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/03/2013,SOUTH,1189,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/04/2013,NORTH,1123,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/04/2013,SOUTH,1176,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/05/2013,NORTH,960,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/05/2013,SOUTH,1292,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/06/2013,NORTH,1230,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/06/2013,SOUTH,1348,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/09/2013,NORTH,464,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/09/2013,SOUTH,975,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/10/2013,NORTH,1135,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/10/2013,SOUTH,1145,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/11/2013,NORTH,977,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/11/2013,SOUTH,1224,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/12/2013,NORTH,1205,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/12/2013,SOUTH,1226,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/13/2013,NORTH,599,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/13/2013,SOUTH,1470,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/16/2013,NORTH,481,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/16/2013,SOUTH,1214,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/17/2013,NORTH,0,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/17/2013,SOUTH,1093,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/18/2013,NORTH,0,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/18/2013,SOUTH,1249,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/19/2013,NORTH,0,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/19/2013,SOUTH,1326,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/20/2013,NORTH,0,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/20/2013,SOUTH,1288,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/23/2013,NORTH,0,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/23/2013,SOUTH,1252,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/24/2013,NORTH,937,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/24/2013,SOUTH,1180,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/25/2013,NORTH,142,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/25/2013,SOUTH,681,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/26/2013,NORTH,166,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/26/2013,SOUTH,1087,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/27/2013,NORTH,982,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/27/2013,SOUTH,1428,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/30/2013,NORTH,1019,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/30/2013,SOUTH,1216,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/31/2013,NORTH,656,44.01323,-73.4204,"[44.01323, -73.4204]"
1281,NY185,2,12/31/2013,SOUTH,1179,44.01323,-73.4204,"[44.01323, -73.4204]"
1800,US 4,2,01/02/2013,NORTH,4729,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/02/2013,SOUTH,4906,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/03/2013,NORTH,4675,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/03/2013,SOUTH,4590,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/04/2013,NORTH,5612,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/04/2013,SOUTH,5084,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/07/2013,NORTH,4341,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/07/2013,SOUTH,4395,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/08/2013,NORTH,4483,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/08/2013,SOUTH,4432,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/09/2013,NORTH,4623,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/09/2013,SOUTH,4641,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/10/2013,NORTH,4882,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/10/2013,SOUTH,4570,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/11/2013,NORTH,5714,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/11/2013,SOUTH,4876,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/14/2013,NORTH,4303,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/14/2013,SOUTH,4522,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/15/2013,NORTH,4309,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/15/2013,SOUTH,4325,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/16/2013,NORTH,3848,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/16/2013,SOUTH,3816,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/17/2013,NORTH,4870,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/17/2013,SOUTH,4519,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/18/2013,NORTH,6908,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/18/2013,SOUTH,5058,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/21/2013,NORTH,4145,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/21/2013,SOUTH,5977,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/22/2013,NORTH,4263,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/22/2013,SOUTH,4337,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/23/2013,NORTH,4190,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/23/2013,SOUTH,4136,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/24/2013,NORTH,4698,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/24/2013,SOUTH,4264,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/25/2013,NORTH,5657,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/25/2013,SOUTH,4753,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/28/2013,NORTH,3674,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/28/2013,SOUTH,3776,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/29/2013,NORTH,4237,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/29/2013,SOUTH,4302,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/30/2013,NORTH,4372,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/30/2013,SOUTH,4419,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/31/2013,NORTH,4749,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,01/31/2013,SOUTH,4397,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/04/2013,NORTH,4413,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/04/2013,SOUTH,4777,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/05/2013,NORTH,4412,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/05/2013,SOUTH,4331,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/06/2013,NORTH,4493,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/06/2013,SOUTH,4371,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/07/2013,NORTH,5794,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/07/2013,SOUTH,5077,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/08/2013,NORTH,3967,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/08/2013,SOUTH,2846,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/11/2013,NORTH,4080,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/11/2013,SOUTH,4399,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/12/2013,NORTH,4533,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/12/2013,SOUTH,4602,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/13/2013,NORTH,4692,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/13/2013,SOUTH,4594,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/14/2013,NORTH,5501,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/14/2013,SOUTH,4893,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/15/2013,NORTH,7564,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/15/2013,SOUTH,5593,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/18/2013,NORTH,4488,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/18/2013,SOUTH,6585,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/19/2013,NORTH,4533,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/19/2013,SOUTH,4868,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/20/2013,NORTH,4578,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/20/2013,SOUTH,4653,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/21/2013,NORTH,5265,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/21/2013,SOUTH,4944,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/22/2013,NORTH,6707,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/22/2013,SOUTH,5975,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/25/2013,NORTH,4380,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/25/2013,SOUTH,4890,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/26/2013,NORTH,4693,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/26/2013,SOUTH,4827,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/27/2013,NORTH,4158,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/27/2013,SOUTH,4124,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/28/2013,NORTH,5313,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,02/28/2013,SOUTH,4904,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/04/2013,NORTH,4667,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/04/2013,SOUTH,4889,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/05/2013,NORTH,4716,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/05/2013,SOUTH,4701,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/06/2013,NORTH,4745,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/06/2013,SOUTH,4654,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/07/2013,NORTH,4916,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/07/2013,SOUTH,4549,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/08/2013,NORTH,6403,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/08/2013,SOUTH,5314,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/11/2013,NORTH,4168,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/11/2013,SOUTH,4322,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/12/2013,NORTH,4369,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/12/2013,SOUTH,4418,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/13/2013,NORTH,4780,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/13/2013,SOUTH,4746,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/14/2013,NORTH,5061,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/14/2013,SOUTH,4852,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/15/2013,NORTH,6284,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/15/2013,SOUTH,5740,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/18/2013,NORTH,4520,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/18/2013,SOUTH,4813,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/19/2013,NORTH,2737,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/19/2013,SOUTH,2510,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/20/2013,NORTH,4574,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/20/2013,SOUTH,4492,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/21/2013,NORTH,5245,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/21/2013,SOUTH,4940,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/22/2013,NORTH,6471,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/22/2013,SOUTH,5489,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/25/2013,NORTH,4784,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/25/2013,SOUTH,4839,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/26/2013,NORTH,4890,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/26/2013,SOUTH,4841,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/27/2013,NORTH,5040,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/27/2013,SOUTH,4882,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/28/2013,NORTH,5658,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/28/2013,SOUTH,5215,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/29/2013,NORTH,6324,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,03/29/2013,SOUTH,5882,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/01/2013,NORTH,5136,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/01/2013,SOUTH,5157,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/02/2013,NORTH,4539,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/02/2013,SOUTH,4393,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/03/2013,NORTH,4721,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/03/2013,SOUTH,4727,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/04/2013,NORTH,5046,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/04/2013,SOUTH,4964,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/05/2013,NORTH,5933,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/05/2013,SOUTH,5475,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/08/2013,NORTH,4559,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/08/2013,SOUTH,4611,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/09/2013,NORTH,4621,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/09/2013,SOUTH,4649,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/10/2013,NORTH,4642,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/10/2013,SOUTH,4682,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/11/2013,NORTH,4931,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/11/2013,SOUTH,4848,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/12/2013,NORTH,5401,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/12/2013,SOUTH,5333,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/15/2013,NORTH,4880,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/15/2013,SOUTH,4797,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/16/2013,NORTH,4687,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/16/2013,SOUTH,4673,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/17/2013,NORTH,4967,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/17/2013,SOUTH,4991,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/18/2013,NORTH,5349,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/18/2013,SOUTH,5368,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/19/2013,NORTH,6239,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/19/2013,SOUTH,6167,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/22/2013,NORTH,4982,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/22/2013,SOUTH,4874,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/23/2013,NORTH,4945,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/23/2013,SOUTH,4856,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/24/2013,NORTH,4998,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/24/2013,SOUTH,4988,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/25/2013,NORTH,5229,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/25/2013,SOUTH,5244,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/26/2013,NORTH,6286,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/26/2013,SOUTH,5739,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/29/2013,NORTH,4856,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/29/2013,SOUTH,4730,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/30/2013,NORTH,4939,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,04/30/2013,SOUTH,4948,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/01/2013,NORTH,5030,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/01/2013,SOUTH,4981,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/02/2013,NORTH,5144,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/02/2013,SOUTH,5149,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/03/2013,NORTH,6530,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/03/2013,SOUTH,6011,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/06/2013,NORTH,4999,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/06/2013,SOUTH,5076,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/07/2013,NORTH,5110,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/07/2013,SOUTH,5011,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/08/2013,NORTH,5252,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/08/2013,SOUTH,5169,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/09/2013,NORTH,5380,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/09/2013,SOUTH,5324,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/10/2013,NORTH,6641,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/10/2013,SOUTH,6508,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/13/2013,NORTH,5187,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/13/2013,SOUTH,5137,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/14/2013,NORTH,5115,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/14/2013,SOUTH,4916,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/15/2013,NORTH,5159,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/15/2013,SOUTH,5034,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/16/2013,NORTH,5594,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/16/2013,SOUTH,5485,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/17/2013,NORTH,6745,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/17/2013,SOUTH,6319,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/20/2013,NORTH,5323,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/20/2013,SOUTH,5604,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/21/2013,NORTH,5045,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/21/2013,SOUTH,5083,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/22/2013,NORTH,5166,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/22/2013,SOUTH,5014,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/23/2013,NORTH,5700,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/23/2013,SOUTH,5257,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/24/2013,NORTH,7539,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/24/2013,SOUTH,6548,43.43572,-73.4606,"[43.43572, -73.4606]"
1800,US 4,2,05/27/2013,NORTH,5139,43.43572,-73.4606,"[43.43572, -73.4606]"
