date,value
1991-10-31,14022
1991-11-01,13293
1991-11-02,11862
1991-11-03,13013
1991-11-04,14090
1991-11-05,14059
1991-11-06,13998
1991-11-07,13806
1991-11-08,13994
1991-11-09,12193
1991-11-10,13098
1991-11-11,14112
1991-11-12,14140
1991-11-13,14189
1991-11-14,14011
1991-11-15,13953
1991-11-16,12073
1991-11-17,13085
1991-11-18,14110
1991-11-19,14072
1991-11-20,14248
1991-11-21,14169
1991-11-22,13997
1991-11-23,12152
1991-11-24,13203
1991-11-25,14177
1991-11-26,14015
1991-11-27,14184
1991-11-28,10696
1991-11-29,9901
1991-11-30,11353
1991-12-01,13008
1991-12-02,13601
1991-12-03,13498
1991-12-04,13875
1991-12-05,13862
1991-12-06,13967
1991-12-07,12198
1991-12-08,13130
1991-12-09,14149
1991-12-10,13969
1991-12-11,14006
1991-12-12,13977
1991-12-13,14052
1991-12-14,12023
1991-12-15,13106
1991-12-16,14054
1991-12-17,14083
1991-12-18,14056
1991-12-19,13966
1991-12-20,13952
1991-12-21,12492
1991-12-22,13135
1991-12-23,13933
1991-12-24,12410
1991-12-25,12491
1991-12-26,13546
1991-12-27,13835
1991-12-28,12308
1991-12-29,13033
1991-12-30,13973
1991-12-31,12888
1992-01-01,13227
1992-01-02,13420
1992-01-03,13503
1992-01-04,12251
1992-01-05,13232
1992-01-06,14046
1992-01-07,13369
1992-01-08,13955
1992-01-09,14151
1992-01-10,14141
1992-01-11,12325
1992-01-12,13179
1992-01-13,13942
1992-01-14,13400
1992-01-15,13606
1992-01-16,13778
1992-01-17,13961
1992-01-18,11715
1992-01-19,12899
1992-01-20,14065
1992-01-21,14113
1992-01-22,14140
1992-01-23,13636
1992-01-24,13938
1992-01-25,12018
1992-01-26,13172
1992-01-27,14087
1992-01-28,13961
1992-01-29,13891
1992-01-30,13920
1992-01-31,14115
1992-02-01,12225
1992-02-02,13268
1992-02-03,14186
1992-02-04,14174
1992-02-05,14104
1992-02-06,14052
1992-02-07,14135
1992-02-08,12194
1992-02-09,13151
1992-02-10,14073
1992-02-11,14012
1992-02-12,13788
1992-02-13,13528
1992-02-14,13717
1992-02-15,12017
1992-02-16,12930
1992-02-17,13952
1992-02-18,13514
1992-02-19,13814
1992-02-20,14155
1992-02-21,14155
1992-02-22,12290
1992-02-23,13195
1992-02-24,14091
1992-02-25,13987
1992-02-26,14169
1992-02-27,14164
1992-02-28,14134
1992-02-29,12124
1992-03-01,13186
1992-03-02,13956
1992-03-03,13772
1992-03-04,14011
1992-03-05,14078
1992-03-06,13757
1992-03-07,12163
1992-03-08,12896
1992-03-09,13741
1992-03-10,13499
1992-03-11,13872
1992-03-12,14032
1992-03-13,14143
1992-03-14,12310
1992-03-15,13186
1992-03-16,14161
1992-03-17,14140
1992-03-18,14072
1992-03-19,13762
1992-03-20,14098
1992-03-21,11831
1992-03-22,12620
1992-03-23,13950
1992-03-24,14092
1992-03-25,14090
1992-03-26,13940
1992-03-27,14018
1992-03-28,12324
1992-03-29,13286
1992-03-30,14178
1992-03-31,14221
1992-04-01,14084
1992-04-02,14201
1992-04-03,14181
1992-04-04,12316
1992-04-05,13291
1992-04-06,14258
1992-04-07,14235
1992-04-08,14220
1992-04-09,14184
1992-04-10,14174
1992-04-11,12327
1992-04-12,13310
1992-04-13,14190
1992-04-14,14266
1992-04-15,14115
1992-04-16,14115
1992-04-17,14115
1992-04-18,12267
1992-04-19,13124
1992-04-20,14181
1992-04-21,14134
1992-04-22,14235
1992-04-23,14045
1992-04-24,14107
1992-04-25,12287
1992-04-26,13294
1992-04-27,14262
1992-04-28,14315
1992-04-29,14314
1992-04-30,13970
1992-05-01,13917
1992-05-02,12254
1992-05-03,13312
1992-05-04,14278
1992-05-05,14250
1992-05-06,14265
1992-05-07,14132
1992-05-08,14172
1992-05-09,12412
1992-05-10,13361
1992-05-11,14322
1992-05-12,14285
1992-05-13,14203
1992-05-14,14031
1992-05-15,14111
1992-05-16,12407
1992-05-17,13148
1992-05-18,14212
1992-05-19,14197
1992-05-20,14195
1992-05-21,14215
1992-05-22,14148
1992-05-23,11703
1992-05-24,11748
1992-05-25,13609
1992-05-26,14289
1992-05-27,14258
1992-05-28,14186
1992-05-29,14306
1992-05-30,12433
1992-05-31,13251
1992-06-01,14271
1992-06-02,14398
1992-06-03,14269
1992-06-04,14380
1992-06-05,14352
1992-06-06,12939
1992-06-07,13558
1992-06-08,14433
1992-06-09,14398
1992-06-10,14535
1992-06-11,14483
1992-06-12,14537
1992-06-13,13093
1992-06-14,13596
1992-06-15,14520
1992-06-16,14521
1992-06-17,14138
1992-06-18,14285
1992-06-19,14376
1992-06-20,13029
1992-06-21,13698
1992-06-22,14542
1992-06-23,14548
1992-06-24,14379
1992-06-25,14417
1992-06-26,14396
1992-06-27,13002
1992-06-28,13609
1992-06-29,14548
1992-06-30,14461
1992-07-01,14372
1992-07-02,14023
1992-07-03,13478
1992-07-04,11985
1992-07-05,13714
1992-07-06,14599
1992-07-07,14498
1992-07-08,14543
1992-07-09,14460
1992-07-10,14422
1992-07-11,13210
1992-07-12,13726
1992-07-13,14363
1992-07-14,14303
1992-07-15,14256
1992-07-16,14391
1992-07-17,14390
1992-07-18,13188
1992-07-19,13767
1992-07-20,14522
1992-07-21,14501
1992-07-22,14525
1992-07-23,14385
1992-07-24,14450
1992-07-25,13201
1992-07-26,13838
1992-07-27,14540
1992-07-28,14678
1992-07-29,14512
1992-07-30,14507
1992-07-31,14230
1992-08-01,13146
1992-08-02,13732
1992-08-03,14484
1992-08-04,14546
1992-08-05,14565
1992-08-06,14494
1992-08-07,14619
1992-08-08,13286
1992-08-09,13747
1992-08-10,14413
1992-08-11,14114
1992-08-12,14422
1992-08-13,14357
1992-08-14,14373
1992-08-15,13230
1992-08-16,13769
1992-08-17,14354
1992-08-18,14545
1992-08-19,14461
1992-08-20,14534
1992-08-21,14584
1992-08-22,13269
1992-08-23,13662
1992-08-24,13991
1992-08-25,14214
1992-08-26,14172
1992-08-27,14306
1992-08-28,14456
1992-08-29,13324
1992-08-30,13942
1992-08-31,14690
1992-09-01,14707
1992-09-02,14665
1992-09-03,14486
1992-09-04,14614
1992-09-05,12602
1992-09-06,12511
1992-09-07,14191
1992-09-08,14527
1992-09-09,14097
1992-09-10,13664
1992-09-11,14225
1992-09-12,13072
1992-09-13,13700
1992-09-14,14357
1992-09-15,14220
1992-09-16,14253
1992-09-17,14264
1992-09-18,14228
1992-09-19,12609
1992-09-20,13400
1992-09-21,14232
1992-09-22,14170
1992-09-23,14374
1992-09-24,14328
1992-09-25,14287
1992-09-26,12571
1992-09-27,13444
1992-09-28,14407
1992-09-29,14452
1992-09-30,14383
1992-10-01,14368
1992-10-02,14338
1992-10-03,12680
1992-10-04,13485
1992-10-05,13327
1992-10-06,13291
1992-10-07,13344
1992-10-08,13240
1992-10-09,13204
1992-10-10,12031
1992-10-11,12666
1992-10-12,14402
1992-10-13,14407
1992-10-14,14279
1992-10-15,14060
1992-10-16,14070
1992-10-17,12638
1992-10-18,13443
1992-10-19,14387
1992-10-20,14356
1992-10-21,14397
1992-10-22,14394
1992-10-23,14419
1992-10-24,12739
1992-10-25,13551
1992-10-26,14465
1992-10-27,14379
1992-10-28,14365
1992-10-29,14297
1992-10-30,14308
1992-10-31,12698
1992-11-01,13245
1992-11-02,14075
1992-11-03,14048
1992-11-04,14199
1992-11-05,14086
1992-11-06,14232
1992-11-07,12583
1992-11-08,13453
1992-11-09,14287
1992-11-10,14218
1992-11-11,14174
1992-11-12,13946
1992-11-13,14207
1992-11-14,12532
1992-11-15,13261
1992-11-16,14302
1992-11-17,14222
1992-11-18,14231
1992-11-19,14149
1992-11-20,13954
1992-11-21,12412
1992-11-22,12984
1992-11-23,13490
1992-11-24,13995
1992-11-25,14213
1992-11-26,10745
1992-11-27,10439
1992-11-28,12037
1992-11-29,13573
1992-11-30,14329
1992-12-01,14228
1992-12-02,14177
1992-12-03,14155
1992-12-04,14205
1992-12-05,12437
1992-12-06,13189
1992-12-07,14077
1992-12-08,14125
1992-12-09,13979
1992-12-10,13196
1992-12-11,12830
1992-12-12,11592
1992-12-13,13180
1992-12-14,14096
1992-12-15,13945
1992-12-16,14001
1992-12-17,13817
1992-12-18,14146
1992-12-19,12717
1992-12-20,13433
1992-12-21,14302
1992-12-22,14235
1992-12-23,14105
1992-12-24,13338
1992-12-25,11612
1992-12-26,12691
1992-12-27,13277
1992-12-28,13512
1992-12-29,13083
1992-12-30,13370
1992-12-31,12927
1993-01-01,12085
1993-01-02,12202
1993-01-03,13165
1993-01-04,13922
1993-01-05,13972
1993-01-06,14009
1993-01-07,13776
1993-01-08,13744
1993-01-09,12176
1993-01-10,12373
1993-01-11,13515
1993-01-12,13263
1993-01-13,13302
1993-01-14,13934
1993-01-15,13804
1993-01-16,12324
1993-01-17,13033
1993-01-18,13797
1993-01-19,13823
1993-01-20,13612
1993-01-21,13644
1993-01-22,13676
1993-01-23,12441
1993-01-24,13289
1993-01-25,14104
1993-01-26,14081
1993-01-27,14110
1993-01-28,14115
1993-01-29,13973
1993-01-30,12623
1993-01-31,13318
1993-02-01,14097
1993-02-02,14127
1993-02-03,14030
1993-02-04,13976
1993-02-05,14022
1993-02-06,12110
1993-02-07,13187
1993-02-08,14068
1993-02-09,14046
1993-02-10,13879
1993-02-11,13779
1993-02-12,13200
1993-02-13,12285
1993-02-14,13191
1993-02-15,13512
1993-02-16,13026
1993-02-17,13924
1993-02-18,13830
1993-02-19,13954
1993-02-20,12378
1993-02-21,12233
1993-02-22,13180
1993-02-23,13841
1993-02-24,13816
1993-02-25,13034
1993-02-26,13600
1993-02-27,12510
1993-02-28,13311
1993-03-01,14105
1993-03-02,13961
1993-03-03,14083
1993-03-04,13462
1993-03-05,13868
1993-03-06,12725
1993-03-07,13625
1993-03-08,14286
1993-03-09,14252
1993-03-10,13766
1993-03-11,13908
1993-03-12,14125
1993-03-13,7733
1993-03-14,9615
1993-03-15,13056
1993-03-16,13645
1993-03-17,13871
1993-03-18,13991
1993-03-19,13991
1993-03-20,12697
1993-03-21,13502
1993-03-22,14136
1993-03-23,14058
1993-03-24,13912
1993-03-25,13974
1993-03-26,13938
1993-03-27,12585
1993-03-28,13270
1993-03-29,14118
1993-03-30,14016
1993-03-31,13894
1993-04-01,13520
1993-04-02,14080
1993-04-03,12544
1993-04-04,13342
1993-04-05,14312
1993-04-06,14267
1993-04-07,14231
1993-04-08,14240
1993-04-09,14151
1993-04-10,12775
1993-04-11,13547
1993-04-12,14311
1993-04-13,14262
1993-04-14,14057
1993-04-15,14045
1993-04-16,14103
1993-04-17,12768
1993-04-18,13547
1993-04-19,14044
1993-04-20,14151
1993-04-21,14210
1993-04-22,14255
1993-04-23,14233
1993-04-24,12764
1993-04-25,13509
1993-04-26,14198
1993-04-27,14327
1993-04-28,14379
1993-04-29,14262
1993-04-30,14175
1993-05-01,12732
1993-05-02,13344
1993-05-03,14171
1993-05-04,14080
1993-05-05,14066
1993-05-06,14064
1993-05-07,14204
1993-05-08,12805
1993-05-09,13363
1993-05-10,14269
1993-05-11,14333
1993-05-12,14233
1993-05-13,14242
1993-05-14,14339
1993-05-15,12832
1993-05-16,13494
1993-05-17,14295
1993-05-18,14293
1993-05-19,14252
1993-05-20,14323
1993-05-21,14365
1993-05-22,12851
1993-05-23,13487
1993-05-24,14305
1993-05-25,14322
1993-05-26,14370
1993-05-27,14338
1993-05-28,14292
1993-05-29,12083
1993-05-30,12297
1993-05-31,13929
1993-06-01,14298
1993-06-02,14376
1993-06-03,14379
1993-06-04,14328
1993-06-05,12966
1993-06-06,13555
1993-06-07,14035
1993-06-08,13860
1993-06-09,13917
1993-06-10,14170
1993-06-11,14393
1993-06-12,13244
1993-06-13,13796
1993-06-14,14366
1993-06-15,14428
1993-06-16,14397
1993-06-17,14318
1993-06-18,14238
1993-06-19,13130
1993-06-20,13646
1993-06-21,14110
1993-06-22,14357
1993-06-23,14309
1993-06-24,14340
1993-06-25,14247
1993-06-26,13164
1993-06-27,13838
1993-06-28,14438
1993-06-29,14394
1993-06-30,14491
1993-07-01,14312
1993-07-02,14382
1993-07-03,12567
1993-07-04,11947
1993-07-05,13807
1993-07-06,14329
1993-07-07,14387
1993-07-08,14415
1993-07-09,14488
1993-07-10,13147
1993-07-11,13759
1993-07-12,14405
1993-07-13,14479
1993-07-14,14231
1993-07-15,14326
1993-07-16,14338
1993-07-17,13238
1993-07-18,13525
1993-07-19,14301
1993-07-20,14357
1993-07-21,14406
1993-07-22,14381
1993-07-23,14432
1993-07-24,13254
1993-07-25,13568
1993-07-26,14417
1993-07-27,14480
1993-07-28,14437
1993-07-29,14466
1993-07-30,14402
1993-07-31,13285
1993-08-01,13842
1993-08-02,14509
1993-08-03,14433
1993-08-04,14454
1993-08-05,14415
1993-08-06,14267
1993-08-07,13231
1993-08-08,13773
1993-08-09,14501
1993-08-10,14500
1993-08-11,14345
1993-08-12,14237
1993-08-13,14420
1993-08-14,13128
1993-08-15,13678
1993-08-16,14328
1993-08-17,14444
1993-08-18,14516
1993-08-19,14462
1993-08-20,14358
1993-08-21,13355
1993-08-22,13864
1993-08-23,14473
1993-08-24,14459
1993-08-25,14488
1993-08-26,14430
1993-08-27,14559
1993-08-28,13342
1993-08-29,13833
1993-08-30,14395
1993-08-31,14323
1993-09-01,14540
1993-09-02,14216
1993-09-03,14433
1993-09-04,12481
1993-09-05,11828
1993-09-06,13785
1993-09-07,14425
1993-09-08,14260
1993-09-09,14305
1993-09-10,14297
1993-09-11,12842
1993-09-12,13406
1993-09-13,13913
1993-09-14,14064
1993-09-15,14181
1993-09-16,14175
1993-09-17,14059
1993-09-18,12518
1993-09-19,13320
1993-09-20,14159
1993-09-21,14120
1993-09-22,14160
1993-09-23,14122
1993-09-24,14147
1993-09-25,12405
1993-09-26,13190
1993-09-27,13780
1993-09-28,14182
1993-09-29,14123
1993-09-30,14102
1993-10-01,14177
1993-10-02,12641
1993-10-03,13315
1993-10-04,14216
1993-10-05,14265
1993-10-06,14276
1993-10-07,14248
1993-10-08,14075
1993-10-09,12582
1993-10-10,13392
1993-10-11,14215
1993-10-12,14187
1993-10-13,14147
1993-10-14,14121
1993-10-15,14008
1993-10-16,12318
1993-10-17,13233
1993-10-18,14112
1993-10-19,13884
1993-10-20,13876
1993-10-21,14071
1993-10-22,14139
1993-10-23,12644
1993-10-24,13439
1993-10-25,14267
1993-10-26,14173
1993-10-27,14144
1993-10-28,14204
1993-10-29,13987
1993-10-30,12320
1993-10-31,13193
1993-11-01,14194
1993-11-02,14184
1993-11-03,14155
1993-11-04,14072
1993-11-05,13992
1993-11-06,12568
1993-11-07,13339
1993-11-08,14234
1993-11-09,14153
1993-11-10,14188
1993-11-11,14204
1993-11-12,14107
1993-11-13,12607
1993-11-14,12963
1993-11-15,14061
1993-11-16,13963
1993-11-17,13990
1993-11-18,13920
1993-11-19,13953
1993-11-20,12203
1993-11-21,12939
1993-11-22,13717
1993-11-23,13440
1993-11-24,13476
1993-11-25,10144
1993-11-26,9904
1993-11-27,12305
1993-11-28,13539
1993-11-29,14036
1993-11-30,14234
1993-12-01,14223
1993-12-02,14017
1993-12-03,13784
1993-12-04,12489
1993-12-05,13301
1993-12-06,14229
1993-12-07,14221
1993-12-08,14063
1993-12-09,14190
1993-12-10,14118
1993-12-11,12326
1993-12-12,13209
1993-12-13,14119
1993-12-14,13997
1993-12-15,14069
1993-12-16,14080
1993-12-17,14131
1993-12-18,12722
1993-12-19,13377
1993-12-20,14138
1993-12-21,13861
1993-12-22,13866
1993-12-23,14050
1993-12-24,12218
1993-12-25,11452
1993-12-26,13398
1993-12-27,13805
1993-12-28,13610
1993-12-29,13524
1993-12-30,13537
1993-12-31,12682
1994-01-01,12094
1994-01-02,13518
1994-01-03,13985
1994-01-04,11976
1994-01-05,13449
1994-01-06,13288
1994-01-07,12840
1994-01-08,11399
1994-01-09,13081
1994-01-10,13861
1994-01-11,13927
1994-01-12,13051
1994-01-13,13747
1994-01-14,13815
1994-01-15,12389
1994-01-16,12390
1994-01-17,11615
1994-01-18,12287
1994-01-19,12803
1994-01-20,13437
1994-01-21,13769
1994-01-22,12536
1994-01-23,13178
1994-01-24,13982
1994-01-25,13539
1994-01-26,13053
1994-01-27,12283
1994-01-28,13012
1994-01-29,11987
1994-01-30,12945
1994-01-31,14030
1994-02-01,13992
1994-02-02,14084
1994-02-03,14108
1994-02-04,14076
1994-02-05,12601
1994-02-06,13312
1994-02-07,13913
1994-02-08,11063
1994-02-09,11914
1994-02-10,12670
1994-02-11,10593
1994-02-12,11639
1994-02-13,12937
1994-02-14,14050
1994-02-15,14229
1994-02-16,14268
1994-02-17,14147
1994-02-18,14280
1994-02-19,12652
1994-02-20,13322
1994-02-21,13714
1994-02-22,13784
1994-02-23,12375
1994-02-24,13650
1994-02-25,12843
1994-02-26,12348
1994-02-27,13317
1994-02-28,14146
1994-03-01,13869
1994-03-02,13355
1994-03-03,13072
1994-03-04,14169
1994-03-05,12804
1994-03-06,13351
1994-03-07,13929
1994-03-08,13603
1994-03-09,13920
1994-03-10,14153
1994-03-11,14399
1994-03-12,12874
1994-03-13,13592
1994-03-14,14389
1994-03-15,14509
1994-03-16,14370
1994-03-17,14229
1994-03-18,14013
1994-03-19,12716
1994-03-20,13573
1994-03-21,14331
1994-03-22,14398
1994-03-23,14411
1994-03-24,14286
1994-03-25,14317
1994-03-26,12734
1994-03-27,13415
1994-03-28,14226
1994-03-29,14388
1994-03-30,14455
1994-03-31,14459
1994-04-01,14501
1994-04-02,12805
1994-04-03,13594
1994-04-04,14350
1994-04-05,14251
1994-04-06,14180
1994-04-07,14379
1994-04-08,14522
1994-04-09,12923
1994-04-10,13534
1994-04-11,14140
1994-04-12,14201
1994-04-13,14082
1994-04-14,14274
1994-04-15,14044
1994-04-16,12780
1994-04-17,13607
1994-04-18,14449
1994-04-19,14470
1994-04-20,14319
1994-04-21,14271
1994-04-22,14365
1994-04-23,12957
1994-04-24,13639
1994-04-25,14267
1994-04-26,14230
1994-04-27,14237
1994-04-28,14240
1994-04-29,14119
1994-04-30,12796
1994-05-01,13574
1994-05-02,14276
1994-05-03,14393
1994-05-04,14416
1994-05-05,14305
1994-05-06,14418
1994-05-07,12915
1994-05-08,13714
1994-05-09,14425
1994-05-10,14462
1994-05-11,14446
1994-05-12,14390
1994-05-13,14372
1994-05-14,12840
1994-05-15,13638
1994-05-16,14403
1994-05-17,14444
1994-05-18,14464
1994-05-19,14378
1994-05-20,14594
1994-05-21,13087
1994-05-22,13793
1994-05-23,14491
1994-05-24,14477
1994-05-25,14289
1994-05-26,14127
1994-05-27,14374
1994-05-28,12341
1994-05-29,12543
1994-05-30,13873
1994-05-31,14490
1994-06-01,14528
1994-06-02,14357
1994-06-03,14415
1994-06-04,13086
1994-06-05,13743
1994-06-06,14419
1994-06-07,14415
1994-06-08,14501
1994-06-09,14479
1994-06-10,14309
1994-06-11,13181
1994-06-12,13798
1994-06-13,14224
1994-06-14,14371
1994-06-15,14451
1994-06-16,14239
1994-06-17,14265
1994-06-18,13280
1994-06-19,13781
1994-06-20,14347
1994-06-21,14380
1994-06-22,14493
1994-06-23,14439
1994-06-24,14106
1994-06-25,13250
1994-06-26,13778
1994-06-27,14455
1994-06-28,14450
1994-06-29,14064
1994-06-30,14201
1994-07-01,14434
1994-07-02,13036
1994-07-03,12708
1994-07-04,13782
1994-07-05,14554
1994-07-06,14569
1994-07-07,14378
1994-07-08,14365
1994-07-09,13478
1994-07-10,14060
1994-07-11,14718
1994-07-12,14570
1994-07-13,14590
1994-07-14,14429
1994-07-15,14456
1994-07-16,13541
1994-07-17,14132
1994-07-18,14591
1994-07-19,14605
1994-07-20,14549
1994-07-21,14338
1994-07-22,14312
1994-07-23,13346
1994-07-24,13986
1994-07-25,14539
1994-07-26,14400
1994-07-27,14597
1994-07-28,14543
1994-07-29,14636
1994-07-30,13526
1994-07-31,14156
1994-08-01,14639
1994-08-02,14553
1994-08-03,14642
1994-08-04,14526
1994-08-05,14443
1994-08-06,13554
1994-08-07,14038
1994-08-08,14776
1994-08-09,14844
1994-08-10,14787
1994-08-11,14739
1994-08-12,14686
1994-08-13,13455
1994-08-14,13906
1994-08-15,14648
1994-08-16,14670
1994-08-17,14688
1994-08-18,14730
1994-08-19,14635
1994-08-20,13561
1994-08-21,14035
1994-08-22,14701
1994-08-23,14794
1994-08-24,14841
1994-08-25,14811
1994-08-26,14809
1994-08-27,13669
1994-08-28,14212
1994-08-29,14908
1994-08-30,14823
1994-08-31,14536
1994-09-01,14661
1994-09-02,14717
1994-09-03,12880
1994-09-04,12607
1994-09-05,14072
1994-09-06,14798
1994-09-07,14860
1994-09-08,14653
1994-09-09,14657
1994-09-10,13401
1994-09-11,13999
1994-09-12,14685
1994-09-13,14740
1994-09-14,14566
1994-09-15,14636
1994-09-16,14660
1994-09-17,13232
1994-09-18,13849
1994-09-19,14659
1994-09-20,14685
1994-09-21,14717
1994-09-22,14634
1994-09-23,14534
1994-09-24,13136
1994-09-25,13857
1994-09-26,14621
1994-09-27,14623
1994-09-28,14656
1994-09-29,14669
1994-09-30,14650
1994-10-01,13309
1994-10-02,13900
1994-10-03,14674
1994-10-04,14800
1994-10-05,14953
1994-10-06,14815
1994-10-07,14684
1994-10-08,13440
1994-10-09,14049
1994-10-10,14899
1994-10-11,14883
1994-10-12,14874
1994-10-13,14910
1994-10-14,14774
1994-10-15,13469
1994-10-16,14105
1994-10-17,14635
1994-10-18,14436
1994-10-19,14790
1994-10-20,14588
1994-10-21,14683
1994-10-22,13400
1994-10-23,14035
1994-10-24,14696
1994-10-25,14768
1994-10-26,14802
1994-10-27,14830
1994-10-28,14810
1994-10-29,13465
1994-10-30,14080
1994-10-31,14621
1994-11-01,14452
1994-11-02,14820
1994-11-03,14528
1994-11-04,14667
1994-11-05,13156
1994-11-06,14014
1994-11-07,14948
1994-11-08,14891
1994-11-09,14670
1994-11-10,14597
1994-11-11,14778
1994-11-12,13368
1994-11-13,14130
1994-11-14,14708
1994-11-15,14750
1994-11-16,14621
1994-11-17,14594
1994-11-18,14624
1994-11-19,13490
1994-11-20,14127
1994-11-21,14642
1994-11-22,14709
1994-11-23,14739
1994-11-24,11510
1994-11-25,11486
1994-11-26,13082
1994-11-27,13740
1994-11-28,14313
1994-11-29,14581
1994-11-30,14831
1994-12-01,14347
1994-12-02,14716
1994-12-03,13461
1994-12-04,14008
1994-12-05,14288
1994-12-06,13977
1994-12-07,14099
1994-12-08,14664
1994-12-09,14547
1994-12-10,13329
1994-12-11,14082
1994-12-12,14718
1994-12-13,14682
1994-12-14,14607
1994-12-15,14558
1994-12-16,14565
1994-12-17,13398
1994-12-18,14145
1994-12-19,14836
1994-12-20,14757
1994-12-21,14625
1994-12-22,14792
1994-12-23,14822
1994-12-24,12725
1994-12-25,12767
1994-12-26,14592
1994-12-27,14795
1994-12-28,14809
1994-12-29,14868
1994-12-30,14630
1994-12-31,12974
